date,firstDose.daily.sinovac,firstDose.daily.biontech,firstDose.daily.total,firstDose.cumulative.sinovac,firstDose.cumulative.biontech,firstDose.cumulative.total,secondDose.daily.sinovac,secondDose.daily.biontech,secondDose.daily.total,secondDose.cumulative.sinovac,secondDose.cumulative.biontech,secondDose.cumulative.total,thirdDose.daily.sinovac,thirdDose.daily.biontech,thirdDose.daily.total,thirdDose.cumulative.sinovac,thirdDose.cumulative.biontech,thirdDose.cumulative.total,fourthDose.daily.sinovac,fourthDose.daily.biontech,fourthDose.daily.total,fourthDose.cumulative.sinovac,fourthDose.cumulative.biontech,fourthDose.cumulative.total,firstDose.movingAvg.sinovac,firstDose.movingAvg.total,firstDose.movingAvg.biontech,secondDose.movingAvg.sinovac,secondDose.movingAvg.total,secondDose.movingAvg.biontech,thirdDose.movingAvg.sinovac,thirdDose.movingAvg.total,thirdDose.movingAvg.biontech,fourthDose.movingAvg.sinovac,fourthDose.movingAvg.total,fourthDose.movingAvg.biontech,totalDose.daily.sinovac,totalDose.daily.biontech,totalDose.daily.total,totalDose.cumulative.sinovac,totalDose.cumulative.biontech,totalDose.cumulative.total,totalDose.movingAvg.sinovac,totalDose.movingAvg.biontech,totalDose.movingAvg.total
2021-03-10,11001,6020,17021,121511,9028,130539,1,0,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9952,11242,,,,,,,,,,,11002,6020,17022,121518,9028,130546,9953,,11243
2021-03-11,9597,5763,15360,131108,14791,145899,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9839,11952,,,,,,,,,,,9597,5763,15360,131115,14791,145906,9840,,11953
2021-03-12,9594,6728,16322,140702,21519,162221,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9762,12836,,,,,,,,,,,9594,6728,16322,140709,21519,162228,9762,,12836
2021-03-13,8554,6326,14880,149256,27845,177101,1,0,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9367,13296,,,,,,,,,,,8555,6326,14881,149264,27845,177109,9367,,13297
2021-03-14,7940,5680,13620,157196,33525,190721,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9341,13958,,,,,,,,,,,7940,5680,13620,157204,33525,190729,9341,,13958
2021-03-15,8966,6397,15363,166162,39922,206084,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9207,14606,,,,,,,,,,,8966,6397,15363,166170,39922,206092,9207,,14606
2021-03-16,10228,13099,23327,176390,53021,229411,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9411,16556,7145,,,,,,,,,,10228,13099,23327,176398,53021,229419,9412,7145,16556
2021-03-17,13247,11352,24599,189637,64373,254010,1,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9732,17639,7906,,,,,,,,,,13248,11352,24600,189646,64373,254019,9733,7906,17639
2021-03-18,11848,10778,22626,201485,75151,276636,1,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10054,18677,8623,,,,,,,,,,11849,10778,22627,201495,75151,276646,10054,8623,18677
2021-03-19,11796,15809,27605,213281,90960,304241,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10368,20289,9920,,,,,,,,,,11796,15809,27605,213291,90960,304251,10369,9920,20289
2021-03-20,11325,15043,26368,224606,106003,330609,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10764,21930,11165,,,,,,,,,,11325,15043,26368,224616,106003,330619,10765,11165,21930
2021-03-21,9084,14736,23820,233690,120739,354429,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10928,23387,12459,,,,,,,,,,9084,14736,23820,233700,120739,354439,10928,12459,23387
2021-03-22,10128,15084,25212,243818,135823,379641,42,1,43,52,1,53,0,0,0,0,0,0,0,0,0,0,0,0,11094,24794,13700,,,,,,,,,,10170,15085,25255,243870,135824,379694,11100,13700,24800
2021-03-23,9017,14420,23437,252835,150243,403078,395,0,395,447,1,448,0,0,0,0,0,0,0,0,0,0,0,0,10921,24810,13889,,,,,,,,,,9412,14420,23832,253282,150244,403526,10983,13889,24872
2021-03-24,8662,1081,9743,261497,151324,412821,32,0,32,479,1,480,0,0,0,0,0,0,0,0,0,0,0,0,10266,22687,12422,,,,,,,,,,8694,1081,9775,261976,151325,413301,10333,12422,22755
2021-03-25,8192,0,8192,269689,151324,421013,28,0,28,507,1,508,0,0,0,0,0,0,0,0,0,0,0,0,9743,20625,10882,,,,,,,,,,8220,0,8220,270196,151325,421521,9814,10882,20696
2021-03-26,8519,0,8519,278208,151324,429532,5198,0,5198,5705,1,5706,0,0,0,0,0,0,0,0,0,0,0,0,9275,17899,8623,,,,,,,,,,13717,0,13717,283913,151325,435238,10089,8624,18712
2021-03-27,7732,0,7732,285940,151324,437264,6308,0,6308,12013,1,12014,0,0,0,0,0,0,0,0,0,0,0,0,8762,15236,6474,,,,,,,,,,14040,0,14040,297953,151325,449278,10477,6475,16951
2021-03-28,6635,0,6635,292575,151324,443899,6539,0,6539,18552,1,18553,0,0,0,0,0,0,0,0,0,0,0,0,8412,12781,4369,,,,,,,,,,13174,0,13174,311127,151325,462452,11061,4369,15430
2021-03-29,6618,0,6618,299193,151324,450517,6053,0,6053,24605,1,24606,0,0,0,0,0,0,0,0,0,0,0,0,7911,10125,2214,,,,,,,,,,12671,0,12671,323798,151325,475123,11418,2214,13633
2021-03-30,5405,0,5405,304598,151324,455922,9790,0,9790,34395,1,34396,0,0,0,0,0,0,0,0,0,0,0,0,7395,7549,154,,,,,,,,,,15195,0,15195,338993,151325,490318,12244,154,12399
2021-03-31,5133,0,5133,309731,151324,461055,9648,0,9648,44043,1,44044,0,0,0,0,0,0,0,0,0,0,0,0,6891,6891,0,,,,,,,,,,14781,0,14781,353774,151325,505099,13114,0,13114
2021-04-01,5223,0,5223,314954,151324,466278,10055,0,10055,54098,1,54099,0,0,0,0,0,0,0,0,0,0,0,0,6466,6466,0,7656,7656,,,,,,,,15278,0,15278,369052,151325,520377,14122,0,14122
2021-04-02,5143,0,5143,320097,151324,471421,5719,0,5719,59817,1,59818,0,0,0,0,0,0,0,0,0,0,0,0,5984,5984,0,7730,7730,,,,,,,,10862,0,10862,379914,151325,531239,13714,0,13714
2021-04-03,3625,0,3625,323722,151324,475046,9124,0,9124,68941,1,68942,0,0,0,0,0,0,0,0,0,0,0,0,5397,5397,0,8133,8133,,,,,,,,12749,0,12749,392663,151325,543988,13530,0,13530
2021-04-04,3803,26,3829,327525,151350,478875,7624,632,8256,76565,633,77198,0,0,0,0,0,0,0,0,0,0,0,0,4993,4997,4,8288,8378,,,,,,,,11427,658,12085,404090,151983,556073,13280,94,13374
2021-04-05,2851,5248,8099,330376,156598,486974,6569,6497,13066,83134,7130,90264,0,0,0,0,0,0,0,0,0,0,0,0,4455,5208,753,8361,9380,,,,,,,,9420,11745,21165,413510,163728,577238,12816,1772,14588
2021-04-06,2682,13035,15717,333058,169633,502691,6249,16802,23051,89383,23932,113315,0,0,0,0,0,0,0,0,0,0,0,0,4066,6681,2616,7855,11274,,,,,,,,8931,29837,38768,422441,193565,616006,11921,6034,17955
2021-04-07,3074,10256,13330,336132,179889,516021,14739,15716,30455,104122,39648,143770,0,0,0,0,0,0,0,0,0,0,0,0,3772,7852,4081,8583,14247,,,,,,,,17813,25972,43785,440254,219537,659791,12354,9745,22099
2021-04-08,3297,10159,13456,339429,190048,529477,12159,14902,27061,116281,54550,170831,0,0,0,0,0,0,0,0,0,0,0,0,3496,9028,5532,8883,16676,,,,,,,,15456,25061,40517,455710,244598,700308,12380,13325,25704
2021-04-09,3450,10701,14151,342879,200749,543628,11597,18984,30581,127878,73534,201412,0,0,0,0,0,0,0,0,0,0,0,0,3255,10315,7061,9723,20228,,,,,,,,15047,29685,44732,470757,274283,745040,12978,17565,30543
2021-04-10,3259,13042,16301,346138,213791,559929,9962,20252,30214,137840,93786,231626,0,0,0,0,0,0,0,0,0,0,0,0,3202,12126,8924,9843,23241,,,,,,,,13221,33294,46515,483978,307577,791555,13045,22322,35367
2021-04-11,2499,16511,19010,348637,230302,578939,8858,15474,24332,146698,109260,255958,0,0,0,0,0,0,0,0,0,0,0,0,3016,14295,11279,10019,25537,15518,,,,,,,11357,31985,43342,495335,339562,834897,13035,26797,39832
2021-04-12,3152,15464,18616,351789,245766,597555,9494,15242,24736,156192,124502,280694,0,0,0,0,0,0,0,0,0,0,0,0,3059,15797,12738,10437,27204,16767,,,,,,,12646,30706,43352,507981,370268,878249,13496,29506,43002
2021-04-13,3750,14104,17854,355539,259870,615409,9460,13395,22855,165652,137897,303549,0,0,0,0,0,0,0,0,0,0,0,0,3212,16103,12891,10896,27176,16281,,,,,,,13210,27499,40709,521191,397767,918958,14107,29172,43279
2021-04-14,3910,13045,16955,359449,272915,632364,11770,3434,15204,177422,141331,318753,0,0,0,0,0,0,0,0,0,0,0,0,3331,16620,13289,10471,24998,14526,,,,,,,15680,16479,32159,536871,414246,951117,13802,27816,41618
2021-04-15,3975,12659,16634,363424,285574,648998,11296,2051,13347,188718,143382,332100,0,0,0,0,0,0,0,0,0,0,0,0,3428,17074,13647,10348,23038,12690,,,,,,,15271,14710,29981,552142,428956,981098,13776,26337,40113
2021-04-16,4541,18344,22885,367965,303918,671883,11922,1947,13869,200640,145329,345969,0,0,0,0,0,0,0,0,0,0,0,0,3584,18322,14738,10395,20651,10256,,,,,,,16463,20291,36754,568605,449247,1017852,13978,24995,38973
2021-04-17,4017,21431,25448,371982,325349,697331,12075,1902,13977,212715,147231,359946,0,0,0,0,0,0,0,0,0,0,0,0,3692,19629,15937,10696,18331,7635,,,,,,,16092,23333,39425,584697,472580,1057277,14388,23572,37960
2021-04-18,3583,18986,22569,375565,344335,719900,10380,882,11262,223095,148113,371208,0,0,0,0,0,0,0,0,0,0,0,0,3847,20137,16290,10914,16464,5550,,,,,,,13963,19868,33831,598660,492448,1091108,14761,21841,36602
2021-04-19,4974,16515,21489,380539,360850,741389,10270,713,10983,233365,148826,382191,0,0,0,0,0,0,0,0,0,0,0,0,4107,20548,16441,11025,14500,3475,,,,,,,15244,17228,32472,613904,509676,1123580,15132,19915,35047
2021-04-20,4616,12672,17288,385155,373522,758677,8562,236,8798,241927,149062,390989,0,0,0,0,0,0,0,0,0,0,0,0,4231,20467,16236,10896,12491,1595,,,,,,,13178,12908,26086,627082,522584,1149666,15127,17831,32958
2021-04-21,3888,11324,15212,389043,384846,773889,8069,160,8229,249996,149222,399218,0,0,0,0,0,0,0,0,0,0,0,0,4228,20218,15990,10368,11495,1127,,,,,,,11957,11484,23441,639039,534068,1173107,14595,17117,31713
2021-04-22,3832,11560,15392,392875,396406,789281,7992,166,8158,257988,149388,407376,0,0,0,0,0,0,0,0,0,0,0,0,4207,20040,15833,9896,10754,858,,,,,,,11824,11726,23550,650863,545794,1196657,14103,16691,30794
2021-04-23,4327,13120,17447,397202,409526,806728,8613,173,8786,266601,149561,416162,0,0,0,0,0,0,0,0,0,0,0,0,4177,19264,15087,9423,10028,605,,,,,,,12940,13293,26233,663803,559087,1222890,13600,15691,29291
2021-04-24,4499,17031,21530,401701,426557,828258,8520,140,8660,275121,149701,424822,0,0,0,0,0,0,0,0,0,0,0,0,4246,18704,14458,8915,9268,353,,,,,,,13019,17171,30190,676822,576258,1253080,13161,14811,27972
2021-04-25,3678,10745,14423,405379,437302,842681,7558,130,7688,282679,149831,432510,0,0,0,0,0,0,0,0,0,0,0,0,4259,17540,13281,8512,8757,245,,,,,,,11236,10875,22111,688058,587133,1275191,12771,13526,26298
2021-04-26,4351,12906,17257,409730,450208,859938,6843,2923,9766,289522,152754,442276,0,0,0,0,0,0,0,0,0,0,0,0,4170,16936,12765,8022,8584,561,,,,,,,11194,15829,27023,699252,602962,1302214,12193,13327,25519
2021-04-27,4323,8121,12444,414053,458329,872382,5308,6916,12224,294830,159670,454500,0,1,1,0,1,1,0,0,0,0,0,0,4128,16244,12115,7558,9073,1515,,,,,,,9631,15038,24669,708883,618000,1326883,11686,13631,25317
2021-04-28,4681,7107,11788,418734,465436,884170,5150,7946,13096,299980,167616,467596,0,0,0,0,1,1,0,0,0,0,0,0,4242,15754,11513,7141,9768,2628,,,,,,,9831,15053,24884,718714,633053,1351767,11382,14141,25523
2021-04-29,4958,7883,12841,423692,473319,897011,4859,8055,12914,304839,175671,480510,0,0,0,0,1,1,0,0,0,0,0,0,4402,15390,10988,6693,10448,3755,,,,,,,9817,15938,25755,728531,648991,1377522,11095,14742,25838
2021-04-30,6529,12777,19306,430221,486096,916317,5820,11144,16964,310659,186815,497474,0,0,0,0,1,1,0,0,0,0,0,0,4717,15656,10939,6294,11616,5322,,,,,,,12349,23921,36270,740880,672912,1413792,11011,16261,27272
2021-05-01,4544,15535,20079,434765,501631,936396,4838,15723,20561,315497,202538,518035,0,0,0,0,1,1,0,0,0,0,0,0,4723,15448,10725,5768,13316,7548,,,,,,,9382,31258,40640,750262,704170,1454432,10491,18273,28765
2021-05-02,4000,11750,15750,438765,513381,952146,4635,17133,21768,320132,219671,539803,0,0,0,0,1,1,0,0,0,0,0,0,4769,15638,10868,5350,15328,9977,,,,,,,8635,28883,37518,758897,733053,1491950,10120,20846,30966
2021-05-03,7026,12764,19790,445791,526145,971936,2524,15409,17933,322656,235080,557736,0,0,0,0,1,1,0,0,0,0,0,0,5152,16000,10848,4733,16494,11761,,,,,,,9550,28173,37723,768447,761226,1529673,9885,22609,32494
2021-05-04,6327,11504,17831,452118,537649,989767,2198,13154,15352,324854,248234,573088,0,0,0,0,1,1,0,0,0,0,0,0,5438,16769,11331,4289,16941,12652,,,,,,,8525,24658,33183,776972,785884,1562856,9727,23983,33710
2021-05-05,5624,10036,15660,457742,547685,1005427,2865,12251,15116,327719,260485,588204,0,0,0,0,1,1,0,0,0,0,0,0,5573,17322,11750,3963,17230,13267,,,,,,,8489,22287,30776,785461,808171,1593632,9535,25017,34552
2021-05-06,5104,10692,15796,462846,558377,1021223,2988,11656,14644,330707,272141,602848,0,0,0,0,1,1,0,0,0,0,0,0,5593,17745,12151,3695,17477,13781,,,,,,,8092,22348,30440,793553,830519,1624072,9289,25933,35221
2021-05-07,5387,11757,17144,468233,570134,1038367,3530,17634,21164,334237,289775,624012,0,0,0,0,1,1,0,0,0,0,0,0,5430,17436,12005,3368,18077,14709,,,,,,,8917,29391,38308,802470,859910,1662380,8799,26714,35513
2021-05-08,4906,12246,17152,473139,582380,1055519,3993,20943,24936,338230,310718,648948,0,0,0,0,1,1,0,0,0,0,0,0,5482,17018,11536,3248,18702,15454,,,,,,,8899,33189,42088,811369,893099,1704468,8730,26990,35719
2021-05-09,3786,12155,15941,476925,594535,1071460,3282,17996,21278,341512,328714,670226,0,0,0,0,1,1,0,0,0,0,0,0,5451,17045,11593,3054,18632,15578,,,,,,,7068,30151,37219,818437,923250,1741687,8506,27171,35677
2021-05-10,4877,10866,15743,481802,605401,1087203,3096,16049,19145,344608,344763,689371,0,0,0,0,1,1,0,0,0,0,0,0,5144,16467,11322,3136,18805,15669,,,,,,,7973,26915,34888,826410,950165,1776575,8280,26991,35272
2021-05-11,4166,9058,13224,485968,614459,1100427,3460,11827,15287,348068,356590,704658,0,0,0,0,1,1,0,0,0,0,0,0,4836,15809,10973,3316,18796,15479,,,,,,,7626,20885,28511,834036,971050,1805086,8152,26452,34604
2021-05-12,3866,7801,11667,489834,622260,1112094,3452,10670,14122,351520,367260,718780,0,0,0,0,1,1,0,0,0,0,0,0,4585,15238,10654,3400,18654,15254,,,,,,,7318,18471,25789,841354,989521,1830875,7985,25907,33892
2021-05-13,3642,7660,11302,493476,629920,1123396,3757,10719,14476,355277,377979,733256,0,0,0,0,1,1,0,0,0,0,0,0,4376,14596,10220,3510,18630,15120,,,,,,,7399,18379,25778,848753,1007900,1856653,7886,25340,33226
2021-05-14,4299,10376,14675,497775,640296,1138071,4421,12886,17307,359698,390865,750563,0,0,0,0,1,1,0,0,0,0,0,0,4220,14243,10023,3637,18079,14441,,,,,,,8720,23262,31982,857473,1031162,1888635,7858,24465,32322
2021-05-15,4196,11707,15903,501971,652003,1153974,4314,17415,21729,364012,408280,772292,0,0,0,0,1,1,0,0,0,0,0,0,4119,14065,9946,3683,17621,13937,,,,,,,8510,29122,37632,865983,1060284,1926267,7802,23884,31686
2021-05-16,3405,10491,13896,505376,662494,1167870,3798,11136,14934,367810,419416,787226,0,0,0,0,1,1,0,0,0,0,0,0,4064,13773,9708,3757,16714,12957,,,,,,,7203,21627,28830,873186,1081911,1955097,7821,22666,30487
2021-05-17,4470,8107,12577,509846,670601,1180447,4748,11929,16677,372558,431345,803903,0,0,0,0,1,1,0,0,0,0,0,0,4006,13321,9314,3993,16362,12369,,,,,,,9218,20036,29254,882404,1101947,1984351,7999,21683,29682
2021-05-18,5257,7933,13190,515103,678534,1193637,4407,8444,12851,376965,439789,816754,0,0,0,0,1,1,0,0,0,0,0,0,4162,13316,9154,4128,16014,11886,,,,,,,9664,16377,26041,892068,1118324,2010392,8290,21039,29329
2021-05-19,2751,5992,8743,517854,684526,1202380,1884,5540,7424,378849,445329,824178,0,0,0,0,1,1,0,0,0,0,0,0,4003,12898,8895,3904,15057,11153,,,,,,,4635,11532,16167,896703,1129856,2026559,7907,20048,27955
2021-05-20,4061,6694,10755,521915,691220,1213135,4768,8260,13028,383617,453589,837206,0,0,0,0,1,1,0,0,0,0,0,0,4063,12820,8757,4049,14850,10801,,,,,,,8829,14954,23783,905532,1144810,2050342,8111,19559,27670
2021-05-21,5101,8909,14010,527016,700129,1227145,4734,12100,16834,388351,465689,854040,0,0,0,0,1,1,0,0,0,0,0,0,4177,12725,8548,4093,14782,10689,,,,,,,9835,21009,30844,915367,1165819,2081186,8271,19237,27507
2021-05-22,5087,10770,15857,532103,710899,1243002,4834,15959,20793,393185,481648,874833,0,0,0,0,1,1,0,0,0,0,0,0,4305,12718,8414,4168,14649,10481,,,,,,,9921,26729,36650,925288,1192548,2117836,8472,18895,27367
2021-05-23,3964,7843,11807,536067,718742,1254809,3932,13096,17028,397117,494744,891861,0,0,0,0,1,1,0,0,0,0,0,0,4384,12420,8035,4187,14948,10761,,,,,,,7896,20939,28835,933184,1213487,2146671,8571,18797,27368
2021-05-24,5966,6682,12648,542033,725424,1267457,4228,11504,15732,401345,506248,907593,0,0,0,0,1,1,0,0,0,0,0,0,4598,12430,7832,4112,14813,10700,,,,,,,10194,18186,28380,943378,1231673,2175051,8711,18532,27243
2021-05-25,5947,5172,11119,547980,730596,1278576,4003,9938,13941,405348,516186,921534,0,0,0,0,1,1,0,0,0,0,0,0,4697,12134,7437,4055,14969,10914,,,,,,,9950,15110,25060,953328,1246783,2200111,8751,18351,27103
2021-05-26,5803,5409,11212,553783,736005,1289788,4044,8823,12867,409392,525009,934401,0,1,1,0,2,2,0,0,0,0,0,0,5133,12487,7354,4363,15746,11383,,,,,,,9847,14233,24080,963175,1261016,2224191,9496,18737,28233
2021-05-27,6455,6318,12773,560238,742323,1302561,4294,9077,13371,413686,534086,947772,0,0,0,0,2,2,0,0,0,0,0,0,5475,12775,7300,4296,15795,11500,,,,,,,10749,15395,26144,973924,1276411,2250335,9770,18800,28570
2021-05-28,7710,9489,17199,567948,751812,1319760,6056,12743,18799,419742,546829,966571,0,0,0,0,2,2,0,0,0,0,0,0,5847,13231,7383,4484,16076,11591,,,,,,,13766,22232,35998,987690,1298643,2286333,10332,18975,29307
2021-05-29,9614,12840,22454,577562,764652,1342214,4861,15224,20085,424603,562053,986656,0,0,0,0,2,2,0,0,0,0,0,0,6494,14173,7679,4488,15975,11486,,,,,,,14475,28064,42539,1002165,1326707,2328872,10982,19166,30148
2021-05-30,7398,9754,17152,584960,774406,1359366,5263,12760,18023,429866,574813,1004679,0,1,1,0,3,3,0,0,0,0,0,0,6985,14937,7952,4678,16117,11438,,,,,,,12661,22515,35176,1014826,1349222,2364048,11663,19391,31054
2021-05-31,9855,10251,20106,594815,784657,1379472,6211,10152,16363,436077,584965,1021042,0,0,0,0,3,3,0,0,0,0,0,0,7540,16002,8462,4962,16207,11245,,,,,,,16066,20403,36469,1030892,1369625,2400517,12502,19707,32209
2021-06-01,11210,8639,19849,606025,793296,1399321,5612,8103,13715,441689,593068,1034757,0,0,0,0,3,3,0,0,0,0,0,0,8292,17249,8957,5192,16175,10983,,,,,,,16822,16742,33564,1047714,1386367,2434081,13484,19941,33424
2021-06-02,11347,8452,19799,617372,801748,1419120,5446,7255,12701,447135,600323,1047458,0,0,0,0,3,3,0,0,0,0,0,0,9084,18476,9392,5392,16151,10759,,,,,,,16793,15707,32500,1064507,1402074,2466581,14476,20151,34627
2021-06-03,12238,11624,23862,629610,813372,1442982,5085,7270,12355,452220,607593,1059813,0,1,1,0,4,4,0,0,0,0,0,0,9910,20060,10150,5505,16006,10501,,,,,,,17323,18895,36218,1081830,1420969,2502799,15415,20651,36066
2021-06-04,13083,16061,29144,642693,829433,1472126,5314,10493,15807,457534,618086,1075620,0,0,0,0,4,4,0,0,0,0,0,0,10678,21767,11089,5399,15578,10180,,,,,,,18397,26554,44951,1100227,1447523,2547750,16077,21269,37345
2021-06-05,11909,19555,31464,654602,848988,1503590,5536,13516,19052,463070,631602,1094672,0,0,0,0,4,4,0,0,0,0,0,0,11006,23054,12048,5495,15431,9936,,,,,,,17445,33071,50516,1117672,1480594,2598266,16501,21984,38485
2021-06-06,9242,15311,24553,663844,864299,1528143,4133,10650,14783,467203,642252,1109455,0,0,0,0,4,4,0,0,0,0,0,0,11269,24111,12842,5334,14968,9634,,,,,,,13375,25961,39336,1131047,1506555,2637602,16603,22476,39079
2021-06-07,14180,15252,29432,678024,879551,1557575,5020,7697,12717,472223,649949,1122172,0,0,0,0,4,4,0,0,0,0,0,0,11887,25443,13556,5164,14447,9283,,,,,,,19200,22949,42149,1150247,1529504,2679751,17051,22840,39891
2021-06-08,13970,12446,26416,691994,891997,1583991,4224,5840,10064,476447,655789,1132236,0,0,0,0,4,4,0,0,0,0,0,0,12281,26381,14100,4965,13926,8960,,,,,,,18194,18286,36480,1168441,1547790,2716231,17247,23060,40307
2021-06-09,13089,11377,24466,705083,903374,1608457,3736,4664,8400,480183,660453,1140636,0,0,0,0,4,4,0,0,0,0,0,0,12530,27048,14518,4721,13311,8590,,,,,,,16825,16041,32866,1185266,1563831,2749097,17251,23108,40359
2021-06-10,13931,14151,28082,719014,917525,1636539,3651,6499,10150,483834,666952,1150786,0,0,0,0,4,4,0,0,0,0,0,0,12772,27651,14879,4516,12996,8480,,,,,,,17582,20650,38232,1202848,1584481,2787329,17288,23359,40647
2021-06-11,16372,19036,35408,735386,936561,1671947,4414,10611,15025,488248,677563,1165811,0,0,0,0,4,4,0,0,0,0,0,0,13242,28546,15304,4388,12884,8497,,,,,,,20786,29647,50433,1223634,1614128,2837762,17630,23801,41430
2021-06-12,14388,21713,36101,749774,958274,1708048,4695,13346,18041,492943,690909,1183852,0,1,1,0,5,5,0,0,0,0,0,0,13596,29208,15612,4268,12740,8472,,,,,,,19083,35060,54143,1242717,1649188,2891905,17864,24085,41948
2021-06-13,10935,19153,30088,760709,977427,1738136,3550,8861,12411,496493,699770,1196263,0,0,0,0,5,5,0,0,0,0,0,0,13838,29999,16161,4184,12401,8217,,,,,,,14485,28014,42499,1257202,1677202,2934404,18022,24378,42400
2021-06-14,7986,15493,23479,768695,992920,1761615,1956,5054,7010,498449,704824,1203273,0,0,0,0,5,5,0,0,0,0,0,0,12953,29149,16196,3747,11586,7839,,,,,,,9942,20547,30489,1267144,1697749,2964893,16700,24035,40735
